Tanggal;ID Prasarana;Prasarana;Penumpang Berangkat;Penumpang Berangkat Domestik;Penumpang Berangkat Internasional;Penumpang Tiba;Penumpang Tiba Domestik;Penumpang Tiba Internasional;Pesawat Tiba Domestik;Pesawat Tiba Internasional;Pesawat Berangkat Domestik;Pesawat Berangkat Internasional
17/02/2024;JOG;Adi Sucipto;200;200;0;137;137;0;3;0;3;0
17/02/2024;KDI;Haluoleo;1408;1408;0;1065;1065;0;11;0;11;0
17/02/2024;KJT;Kertajati;369;369;0;301;301;0;2;0;3;0
17/02/2024;KNO;Kuala Namu;10341;7065;3276;8230;4931;3299;51;24;50;25
17/02/2024;KOE;El tari;1440;1440;0;1237;1237;0;17;0;17;0
17/02/2024;LBJ;Komodo;694;694;0;539;539;0;5;0;5;0
17/02/2024;LOP;Internasional Lombok;2051;2051;0;1347;1347;0;24;2;27;1
17/02/2024;MDC;Sam Ratulangi;1855;1625;230;1755;1567;188;22;2;20;6
17/02/2024;MLG;Abdul Rachman Saleh;523;523;0;778;778;0;5;0;5;0
17/02/2024;PDG;Internasional Minangkabau;2972;2339;633;120;120;0;20;4;19;4
17/02/2024;PGK;Depati Amir;1991;1991;0;1404;1404;0;14;0;14;0
17/02/2024;PKN;Iskandar;511;511;0;475;475;0;4;0;4;0
17/02/2024;PKU;Sultan Syarif Kasim II;2140;1653;487;97;97;0;22;3;27;4
17/02/2024;PKY;Tjilik Riwut;696;696;0;0;0;0;5;0;5;0
17/02/2024;PLM;Sultan Mahmud Badaruddin II;3099;3099;0;2819;2819;0;22;0;21;0
17/02/2024;PLW;Mutiara Sis Al Jufri;845;845;0;652;652;0;10;0;9;0
17/02/2024;PNK;Supadio;3743;3743;0;2625;2625;0;26;0;25;0
17/02/2024;SOC;Adi Sumarmo;784;784;0;790;790;0;7;0;7;0
17/02/2024;SRG;Ahmad Yani;2065;2065;0;2264;2264;0;15;0;16;0
17/02/2024;SUB;Juanda;14687;11545;3142;16474;13507;2967;95;19;92;21
17/02/2024;TJQ;H. A. S. Hanandjoeddin;911;911;0;776;776;0;7;0;7;0
17/02/2024;TKG;Radin Inten II;1112;1112;0;998;998;0;6;0;6;0
17/02/2024;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );440;440;0;292;292;0;3;0;4;0
17/02/2024;TTE;Sultan Babullah;848;848;0;635;635;0;9;0;9;0
17/02/2024;UPG;Sultan Hasanuddin;10474;9896;578;9349;9240;109;80;1;79;2
17/02/2024;YIA;New Yogyakarta International Airport;4082;3596;486;5065;4616;449;29;3;29;4
18/02/2024;AAP;APT Pranoto;1419;1419;0;1101;1101;0;9;0;9;0
18/02/2024;AMQ;Pattimura;1044;1044;0;1046;1046;0;11;0;11;0
18/02/2024;BDJ;Syamsudin Noor;4689;4689;0;3925;3925;0;34;0;33;0
18/02/2024;BEJ;Kalimarau;643;643;0;466;466;0;9;0;9;0
18/02/2024;BIK;Frans Kaisiepo;529;529;0;315;315;0;7;0;7;0
18/02/2024;BKS;Fatmawati Soekarno/Padang Kemiling;947;947;0;457;457;0;5;0;5;0
18/02/2024;BMU;Sultan Mahmud Salahudiin;194;194;0;184;184;0;3;0;3;0
18/02/2024;BPN;Sepinggan;6977;6801;176;3533;3533;0;60;2;59;1
18/02/2024;BTH;Hang Nadim;5880;5822;58;5409;5240;169;41;2;42;1
18/02/2024;BTJ;Sultan Iskandar Muda;289;165;124;266;266;0;7;2;6;2
18/02/2024;BWX;Banyuwangi;0;0;0;0;0;0;1;0;0;0
18/02/2024;CGK;Soekarno-Hatta;12360;9051;3309;14010;13708;302;351;135;347;132
18/02/2024;DJB;Sultan Thaha Syaifuddin;178;178;0;0;0;0;8;0;8;0
18/02/2024;DJJ;Sentani;2052;2052;0;2221;2221;0;36;0;34;0
18/02/2024;DPS;Ngurah Rai;34811;14904;19907;28954;12610;16344;98;96;103;97
18/02/2024;DTB;Sisingamangaraja XII;179;179;0;0;0;0;4;0;4;0
18/02/2024;GTO;Djalaluddin;541;541;0;374;374;0;5;0;5;0
18/02/2024;HLP;Halim Perdana Kusuma;1703;1703;0;613;613;0;47;6;47;1
18/02/2024;JOG;Adi Sucipto;177;177;0;184;184;0;3;0;3;0
18/02/2024;KDI;Haluoleo;1683;1683;0;1323;1323;0;11;0;11;0
18/02/2024;KJT;Kertajati;862;708;154;977;814;163;5;1;5;1
18/02/2024;KNO;Kuala Namu;11918;8197;3721;8863;5955;2908;54;23;55;22
18/02/2024;KOE;El tari;1595;1595;0;1428;1428;0;17;0;18;0
18/02/2024;LBJ;Komodo;1323;1323;0;1171;1171;0;10;0;10;0
18/02/2024;LOP;Internasional Lombok;3125;2511;614;2031;1597;434;28;3;29;4
18/02/2024;MDC;Sam Ratulangi;2405;2028;377;2192;1824;368;20;2;18;3
18/02/2024;MLG;Abdul Rachman Saleh;827;827;0;941;941;0;6;0;6;0
18/02/2024;PDG;Internasional Minangkabau;2430;1744;686;179;179;0;19;3;19;4
18/02/2024;PGK;Depati Amir;1457;1457;0;1216;1216;0;14;0;13;0
18/02/2024;PKN;Iskandar;458;458;0;420;420;0;4;0;4;0
18/02/2024;PKU;Sultan Syarif Kasim II;5428;4471;957;3452;2654;798;26;6;32;6
18/02/2024;PKY;Tjilik Riwut;180;180;0;0;0;0;7;0;6;0
18/02/2024;PLM;Sultan Mahmud Badaruddin II;4496;4496;0;4047;4047;0;27;0;28;0
18/02/2024;PLW;Mutiara Sis Al Jufri;1340;1340;0;1010;1010;0;11;0;12;0
18/02/2024;PNK;Supadio;895;895;0;0;0;0;27;0;25;0
18/02/2024;SOC;Adi Sumarmo;1387;1387;0;987;987;0;12;0;13;0
18/02/2024;SRG;Ahmad Yani;2977;2977;0;3137;3137;0;20;0;21;0
18/02/2024;SUB;Juanda;18099;14641;3458;19750;16449;3301;101;21;100;20
18/02/2024;TJQ;H. A. S. Hanandjoeddin;794;794;0;625;625;0;6;0;5;0
18/02/2024;TKG;Radin Inten II;1518;1518;0;1348;1348;0;10;0;9;0
18/02/2024;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );178;178;0;0;0;0;4;0;3;0
18/02/2024;TRK;Juwata;900;900;0;858;858;0;7;0;8;0
18/02/2024;TTE;Sultan Babullah;999;999;0;913;913;0;11;0;10;0
18/02/2024;UPG;Sultan Hasanuddin;13818;13054;764;12451;11760;691;93;3;96;3
18/02/2024;YIA;New Yogyakarta International Airport;6245;5466;779;6764;6018;746;38;5;37;5
19/02/2024;AAP;APT Pranoto;919;919;0;917;917;0;10;0;10;0
19/02/2024;AMQ;Pattimura;929;929;0;960;960;0;10;0;11;0
19/02/2024;BDJ;Syamsudin Noor;3960;3960;0;3495;3495;0;37;0;33;0
19/02/2024;BDO;Husein Sastranegara;0;0;0;0;0;0;2;0;4;0
19/02/2024;BEJ;Kalimarau;567;567;0;556;556;0;7;0;8;0
19/02/2024;BIK;Frans Kaisiepo;116;116;0;63;63;0;2;0;2;0
19/02/2024;BKS;Fatmawati Soekarno/Padang Kemiling;1150;1150;0;303;303;0;6;0;6;0
19/02/2024;BMU;Sultan Mahmud Salahudiin;192;192;0;129;129;0;3;0;3;0
19/02/2024;BPN;Sepinggan;6548;6381;167;6816;6716;100;61;2;63;3
19/02/2024;BTH;Hang Nadim;4741;4591;150;5277;5133;144;40;1;37;1
19/02/2024;BTJ;Sultan Iskandar Muda;1042;774;268;668;574;94;7;2;8;2
19/02/2024;BWX;Banyuwangi;244;244;0;0;0;0;2;0;2;0
19/02/2024;CGK;Soekarno-Hatta;33856;30933;2923;12691;12528;163;335;125;338;122
19/02/2024;DJB;Sultan Thaha Syaifuddin;972;972;0;0;0;0;10;0;10;0
19/02/2024;DJJ;Sentani;1698;1698;0;2190;2190;0;74;0;75;0
19/02/2024;DPS;Ngurah Rai;30015;11640;18375;27810;12336;15474;91;94;92;95
19/02/2024;DTB;Sisingamangaraja XII;807;807;0;586;586;0;5;0;5;0
19/02/2024;GTO;Djalaluddin;506;506;0;402;402;0;4;0;4;0
19/02/2024;HLP;Halim Perdana Kusuma;4362;4362;0;615;615;0;49;6;50;5
19/02/2024;JOG;Adi Sucipto;112;112;0;205;205;0;3;0;3;0
19/02/2024;KDI;Haluoleo;1426;1426;0;1180;1180;0;10;0;10;0
19/02/2024;KJT;Kertajati;661;578;83;659;554;105;14;1;13;1
19/02/2024;KNO;Kuala Namu;8751;6013;2738;6034;4092;1942;36;18;42;18
19/02/2024;KOE;El tari;1454;1454;0;991;991;0;18;0;18;0
19/02/2024;LBJ;Komodo;781;781;0;774;774;0;7;0;7;0
19/02/2024;LOP;Internasional Lombok;2443;2127;316;2476;2211;265;26;2;26;2
19/02/2024;MDC;Sam Ratulangi;2175;1983;192;2239;1936;303;20;2;18;2
19/02/2024;MKQ;Mopah;389;389;0;455;455;0;12;0;11;0
19/02/2024;MLG;Abdul Rachman Saleh;598;598;0;890;890;0;7;0;7;0
19/02/2024;PDG;Internasional Minangkabau;2269;1634;635;149;149;0;18;4;18;4
19/02/2024;PGK;Depati Amir;1960;1960;0;1440;1440;0;16;0;16;0
19/02/2024;PKN;Iskandar;544;544;0;538;538;0;4;0;4;0
19/02/2024;PKU;Sultan Syarif Kasim II;3767;2852;915;2207;1731;476;18;6;23;6
19/02/2024;PKY;Tjilik Riwut;892;892;0;0;0;0;6;0;6;0
19/02/2024;PLM;Sultan Mahmud Badaruddin II;3405;3405;0;3548;3548;0;24;0;24;0
19/02/2024;PLW;Mutiara Sis Al Jufri;612;612;0;349;349;0;3;0;4;0
19/02/2024;PNK;Supadio;3831;3831;0;1562;1562;0;30;0;32;0
19/02/2024;SOC;Adi Sumarmo;1254;1254;0;1225;1225;0;10;0;9;0
19/02/2024;SRG;Ahmad Yani;2529;2529;0;2983;2983;0;25;0;25;0
19/02/2024;SUB;Juanda;18033;14374;3659;17823;15207;2616;100;17;100;18
19/02/2024;TJQ;H. A. S. Hanandjoeddin;728;728;0;655;655;0;5;0;6;0
19/02/2024;TKG;Radin Inten II;1584;1584;0;1428;1428;0;9;0;9;0
19/02/2024;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );301;301;0;0;0;0;4;0;4;0
19/02/2024;TRK;Juwata;894;894;0;906;906;0;11;0;11;0
19/02/2024;TTE;Sultan Babullah;990;990;0;875;875;0;10;0;11;0
19/02/2024;UPG;Sultan Hasanuddin;12656;11447;1209;11113;10407;706;87;3;83;4
19/02/2024;YIA;New Yogyakarta International Airport;4677;4022;655;5822;5228;594;32;4;32;4
20/02/2024;AAP;APT Pranoto;980;980;0;931;931;0;9;0;9;0
20/02/2024;AMQ;Pattimura;822;822;0;391;391;0;6;0;8;0
20/02/2024;BDJ;Syamsudin Noor;4184;4184;0;3239;3239;0;31;0;36;0
20/02/2024;BEJ;Kalimarau;443;443;0;396;396;0;6;0;6;0
20/02/2024;BIK;Frans Kaisiepo;0;0;0;0;0;0;6;0;4;0
20/02/2024;BKS;Fatmawati Soekarno/Padang Kemiling;567;567;0;0;0;0;3;0;3;0
20/02/2024;BMU;Sultan Mahmud Salahudiin;255;255;0;109;109;0;4;0;4;0
20/02/2024;BPN;Sepinggan;6068;6068;0;5607;5607;0;59;2;55;3
20/02/2024;BTH;Hang Nadim;3934;3934;0;4666;4518;148;36;2;34;2
20/02/2024;BTJ;Sultan Iskandar Muda;987;827;160;882;729;153;8;2;9;2
20/02/2024;BWX;Banyuwangi;120;120;0;0;0;0;2;0;2;0
20/02/2024;CGK;Soekarno-Hatta;35711;32758;2953;12369;12369;0;314;127;312;129
20/02/2024;DJB;Sultan Thaha Syaifuddin;1104;1104;0;127;127;0;9;0;9;0
20/02/2024;DJJ;Sentani;2566;2566;0;2648;2648;0;80;0;80;0
20/02/2024;DPS;Ngurah Rai;27235;9572;17663;28414;12633;15781;77;92;78;91
20/02/2024;DTB;Sisingamangaraja XII;316;316;0;324;324;0;3;0;3;0
20/02/2024;GTO;Djalaluddin;534;534;0;374;374;0;5;0;4;0
20/02/2024;HLP;Halim Perdana Kusuma;3805;3805;0;979;979;0;45;5;45;4
20/02/2024;JOG;Adi Sucipto;130;130;0;190;190;0;3;0;3;0
20/02/2024;KJT;Kertajati;413;413;0;315;315;0;12;0;13;0
20/02/2024;KNO;Kuala Namu;10379;6895;3484;7525;5227;2298;48;21;46;21
20/02/2024;KOE;El tari;1350;1350;0;976;976;0;14;0;13;0
20/02/2024;LBJ;Komodo;721;721;0;783;783;0;6;0;6;0
20/02/2024;LOP;Internasional Lombok;2606;2439;167;2681;2402;279;28;3;27;1
20/02/2024;MDC;Sam Ratulangi;2406;2014;392;1887;1677;210;20;2;19;2
20/02/2024;MKQ;Mopah;379;379;0;281;281;0;10;0;9;0
20/02/2024;MLG;Abdul Rachman Saleh;474;474;0;601;601;0;5;0;5;0
20/02/2024;PDG;Internasional Minangkabau;2709;2047;662;107;107;0;16;5;17;4
20/02/2024;PGK;Depati Amir;1944;1944;0;1194;1194;0;12;0;12;0
20/02/2024;PKN;Iskandar;503;503;0;435;435;0;4;0;4;0
20/02/2024;PKU;Sultan Syarif Kasim II;4042;3253;789;2552;2175;377;22;4;25;6
20/02/2024;PKY;Tjilik Riwut;722;722;0;0;0;0;6;0;6;0
20/02/2024;PLM;Sultan Mahmud Badaruddin II;3175;3175;0;3082;3082;0;20;0;20;0
20/02/2024;PNK;Supadio;3739;3739;0;1852;1852;0;26;0;25;0
20/02/2024;SOC;Adi Sumarmo;1412;1412;0;1210;1210;0;11;0;11;0
20/02/2024;SRG;Ahmad Yani;2165;2165;0;2330;2330;0;21;0;22;0
20/02/2024;SUB;Juanda;16398;13220;3178;16057;13191;2866;90;21;92;19
20/02/2024;TJQ;H. A. S. Hanandjoeddin;852;852;0;792;792;0;6;0;6;0
20/02/2024;TKG;Radin Inten II;1231;1231;0;1048;1048;0;8;0;9;0
20/02/2024;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );416;416;0;123;123;0;6;0;6;0
20/02/2024;TRK;Juwata;910;910;0;776;776;0;10;0;12;0
20/02/2024;TTE;Sultan Babullah;912;912;0;831;831;0;8;0;8;0
20/02/2024;UPG;Sultan Hasanuddin;11883;11584;299;10637;10302;335;82;5;81;4
20/02/2024;YIA;New Yogyakarta International Airport;4077;3462;615;5160;4639;521;30;4;30;4
21/02/2024;AAP;APT Pranoto;1096;1096;0;991;991;0;10;0;10;0
21/02/2024;AMQ;Pattimura;1021;1021;0;831;831;0;10;0;10;0
21/02/2024;BDJ;Syamsudin Noor;4285;4285;0;3415;3415;0;31;0;32;0
21/02/2024;BEJ;Kalimarau;596;596;0;741;741;0;9;0;9;0
21/02/2024;BIK;Frans Kaisiepo;132;132;0;92;92;0;2;0;2;0
21/02/2024;BKS;Fatmawati Soekarno/Padang Kemiling;949;949;0;482;482;0;5;0;5;0
21/02/2024;BMU;Sultan Mahmud Salahudiin;209;209;0;188;188;0;4;0;4;0
21/02/2024;BPN;Sepinggan;6441;6126;315;5599;5382;217;53;3;53;2
21/02/2024;BTH;Hang Nadim;4568;4415;153;5448;5448;0;34;0;36;2
21/02/2024;BTJ;Sultan Iskandar Muda;1059;871;188;952;818;134;8;2;9;2
21/02/2024;BWX;Banyuwangi;150;150;0;152;152;0;1;0;1;0
21/02/2024;CGK;Soekarno-Hatta;35284;30673;4611;13551;13551;0;337;125;335;127
21/02/2024;DJB;Sultan Thaha Syaifuddin;1061;1061;0;0;0;0;8;0;8;0
21/02/2024;DJJ;Sentani;2253;2253;0;2246;2246;0;69;0;68;1
21/02/2024;DPS;Ngurah Rai;26834;10565;16269;31140;14837;16303;91;90;89;92
21/02/2024;DTB;Sisingamangaraja XII;622;622;0;652;652;0;4;0;4;0
21/02/2024;GTO;Djalaluddin;531;531;0;366;366;0;8;0;8;0
21/02/2024;HLP;Halim Perdana Kusuma;4741;4735;6;607;607;0;50;4;56;4
21/02/2024;JOG;Adi Sucipto;182;182;0;201;201;0;3;0;3;0
21/02/2024;KJT;Kertajati;962;799;163;851;695;156;6;1;5;1
21/02/2024;KNO;Kuala Namu;10387;6895;3492;9029;6408;2621;47;22;47;22
21/02/2024;KOE;El tari;1308;1308;0;1246;1246;0;21;0;21;0
21/02/2024;LBJ;Komodo;927;927;0;859;859;0;8;0;8;0
21/02/2024;LOP;Internasional Lombok;3437;2833;604;3050;2644;406;36;3;36;4
21/02/2024;MDC;Sam Ratulangi;2484;2144;340;2239;1915;324;26;2;26;2
21/02/2024;MKQ;Mopah;412;412;0;324;324;0;5;0;5;0
21/02/2024;MLG;Abdul Rachman Saleh;670;670;0;906;906;0;6;0;6;0
21/02/2024;PDG;Internasional Minangkabau;2948;2443;505;0;0;0;17;4;18;4
21/02/2024;PGK;Depati Amir;1637;1637;0;1152;1152;0;12;0;13;0
21/02/2024;PKN;Iskandar;582;582;0;458;458;0;5;0;5;0
21/02/2024;PKU;Sultan Syarif Kasim II;4070;3399;671;1952;1661;291;20;5;26;5
21/02/2024;PKY;Tjilik Riwut;782;782;0;0;0;0;7;0;7;0
21/02/2024;PLM;Sultan Mahmud Badaruddin II;3950;3950;0;3622;3622;0;24;0;25;0
21/02/2024;PNK;Supadio;3824;3824;0;2969;2969;0;28;0;27;0
21/02/2024;SOC;Adi Sumarmo;1789;1789;0;1504;1504;0;11;0;11;0
21/02/2024;SRG;Ahmad Yani;3083;3083;0;3235;3235;0;26;0;27;0
21/02/2024;SUB;Juanda;18444;14562;3882;18616;15326;3290;100;19;96;19
21/02/2024;TJQ;H. A. S. Hanandjoeddin;759;759;0;740;740;0;5;0;5;0
21/02/2024;TKG;Radin Inten II;1661;1661;0;1431;1431;0;10;0;10;0
21/02/2024;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );382;382;0;292;292;0;4;0;4;0
21/02/2024;TTE;Sultan Babullah;1069;1069;0;917;917;0;11;0;11;0
21/02/2024;UPG;Sultan Hasanuddin;11846;11666;180;10990;10848;142;82;3;85;1
21/02/2024;YIA;New Yogyakarta International Airport;4871;4040;831;5621;4892;729;32;5;32;5
22/02/2024;AAP;APT Pranoto;1043;1043;0;887;887;0;9;0;10;0
22/02/2024;AMQ;Pattimura;652;652;0;670;670;0;8;0;8;0
22/02/2024;BDJ;Syamsudin Noor;3914;3914;0;3496;3496;0;29;0;28;0
22/02/2024;BIK;Frans Kaisiepo;670;670;0;342;342;0;8;0;8;0
22/02/2024;BKS;Fatmawati Soekarno/Padang Kemiling;836;836;0;686;686;0;5;0;5;0
22/02/2024;BMU;Sultan Mahmud Salahudiin;248;248;0;212;212;0;4;0;4;0
22/02/2024;BPN;Sepinggan;6951;6933;18;2570;2548;22;58;3;60;3
22/02/2024;BTH;Hang Nadim;4610;4610;0;5009;5009;0;32;1;31;0
22/02/2024;BTJ;Sultan Iskandar Muda;1030;870;160;850;681;169;6;2;6;2
22/02/2024;BWX;Banyuwangi;301;301;0;0;0;0;4;0;4;0
22/02/2024;CGK;Soekarno-Hatta;34127;30650;3477;16127;15148;979;340;127;342;135
22/02/2024;DJB;Sultan Thaha Syaifuddin;1244;1244;0;0;0;0;9;0;9;0
22/02/2024;DJJ;Sentani;2208;2208;0;2482;2482;0;72;0;71;0
22/02/2024;DPS;Ngurah Rai;27244;10666;16578;31858;14332;17526;86;92;86;92
22/02/2024;DTB;Sisingamangaraja XII;499;499;0;509;509;0;6;0;4;0
22/02/2024;GTO;Djalaluddin;376;376;0;332;332;0;5;0;5;0
22/02/2024;HLP;Halim Perdana Kusuma;4473;4464;9;983;983;0;45;7;44;3
22/02/2024;JOG;Adi Sucipto;136;136;0;139;139;0;3;0;3;0
22/02/2024;KDI;Haluoleo;1722;1722;0;1343;1343;0;11;0;11;0
22/02/2024;KJT;Kertajati;710;710;0;455;455;0;5;0;6;0
22/02/2024;KNO;Kuala Namu;11105;7243;3862;9837;6781;3056;51;25;51;25
22/02/2024;KOE;El tari;1426;1426;0;1134;1134;0;17;0;16;0
22/02/2024;LBJ;Komodo;973;973;0;982;982;0;8;0;8;0
22/02/2024;LOP;Internasional Lombok;2683;2526;157;2578;2269;309;26;2;26;1
22/02/2024;MDC;Sam Ratulangi;2143;1963;180;1938;1770;168;20;1;20;1
22/02/2024;MLG;Abdul Rachman Saleh;661;661;0;746;746;0;5;0;5;0
22/02/2024;PDG;Internasional Minangkabau;2894;2552;342;118;118;0;17;2;17;2
22/02/2024;PGK;Depati Amir;1805;1805;0;1160;1160;0;13;0;13;0
22/02/2024;PKN;Iskandar;454;454;0;414;414;0;4;0;4;0
22/02/2024;PKU;Sultan Syarif Kasim II;4462;3588;874;2553;2173;380;22;4;27;5
22/02/2024;PKY;Tjilik Riwut;714;714;0;0;0;0;6;0;6;0
22/02/2024;PLM;Sultan Mahmud Badaruddin II;3713;3713;0;3204;3204;0;23;0;22;0
22/02/2024;PNK;Supadio;3562;3562;0;2616;2616;0;24;0;24;0
22/02/2024;SOC;Adi Sumarmo;1482;1482;0;1392;1392;0;9;0;9;0
22/02/2024;SRG;Ahmad Yani;2162;2162;0;2135;2135;0;20;0;21;0
22/02/2024;SUB;Juanda;18251;14400;3851;17833;14647;3186;96;22;98;22
22/02/2024;TJQ;H. A. S. Hanandjoeddin;726;726;0;779;779;0;5;0;5;0
22/02/2024;TKG;Radin Inten II;1524;1524;0;1505;1505;0;10;0;9;0
22/02/2024;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );444;444;0;432;432;0;7;0;7;0
22/02/2024;UPG;Sultan Hasanuddin;12612;11423;1189;10712;10432;280;80;2;79;4
22/02/2024;YIA;New Yogyakarta International Airport;5070;4399;671;6197;5600;597;34;4;34;4
23/02/2024;AAP;APT Pranoto;1035;1035;0;1014;1014;0;11;0;10;0
23/02/2024;AMQ;Pattimura;813;813;0;677;677;0;6;0;7;0
23/02/2024;BDJ;Syamsudin Noor;4017;4017;0;3918;3918;0;30;0;29;0
23/02/2024;BDO;Husein Sastranegara;0;0;0;0;0;0;2;0;1;0
23/02/2024;BIK;Frans Kaisiepo;122;122;0;153;153;0;1;0;1;0
23/02/2024;BKS;Fatmawati Soekarno/Padang Kemiling;828;828;0;715;715;0;6;0;6;0
23/02/2024;BMU;Sultan Mahmud Salahudiin;189;189;0;159;159;0;3;0;3;0
23/02/2024;BPN;Sepinggan;7408;7248;160;6586;6408;178;62;4;62;3
23/02/2024;BTH;Hang Nadim;5590;5590;0;4930;4811;119;39;2;40;0
23/02/2024;BTJ;Sultan Iskandar Muda;704;704;0;555;555;0;9;2;8;2
23/02/2024;BWX;Banyuwangi;149;149;0;0;0;0;2;0;2;0
23/02/2024;CGK;Soekarno-Hatta;36976;32917;4059;13783;13783;0;347;131;352;126
23/02/2024;DJB;Sultan Thaha Syaifuddin;1187;1187;0;0;0;0;11;0;11;0
23/02/2024;DJJ;Sentani;2089;2089;0;2244;2244;0;61;0;63;0
23/02/2024;DPS;Ngurah Rai;32059;14212;17847;32318;14670;17648;100;95;98;97
23/02/2024;DTB;Sisingamangaraja XII;845;845;0;678;678;0;6;0;6;0
23/02/2024;GTO;Djalaluddin;521;521;0;437;437;0;4;0;4;0
23/02/2024;HLP;Halim Perdana Kusuma;4802;4802;0;635;635;0;47;7;52;10
23/02/2024;JOG;Adi Sucipto;202;202;0;202;202;0;3;0;3;0
23/02/2024;KDI;Haluoleo;1484;1484;0;1366;1366;0;10;0;10;0
23/02/2024;KJT;Kertajati;764;646;118;860;744;116;6;1;5;1
23/02/2024;KNO;Kuala Namu;9690;6783;2907;8964;6041;2923;46;22;47;20
23/02/2024;KOE;El tari;1634;1634;0;1241;1241;0;19;0;22;0
23/02/2024;LBJ;Komodo;1027;1027;0;981;981;0;10;0;10;0
23/02/2024;LOP;Internasional Lombok;3421;2769;652;2962;2495;467;28;3;27;5
23/02/2024;MDC;Sam Ratulangi;2748;2161;587;2216;1870;346;23;2;23;3
23/02/2024;MLG;Abdul Rachman Saleh;936;936;0;829;829;0;6;0;6;0
23/02/2024;PDG;Internasional Minangkabau;2951;2257;694;299;299;0;18;4;17;5
23/02/2024;PGK;Depati Amir;1551;1551;0;1038;1038;0;11;0;11;0
23/02/2024;PKN;Iskandar;595;595;0;427;427;0;5;0;5;0
23/02/2024;PKU;Sultan Syarif Kasim II;4188;3417;771;3551;2823;728;24;5;24;5
23/02/2024;PLM;Sultan Mahmud Badaruddin II;4371;4371;0;3888;3888;0;25;0;25;0
23/02/2024;PNK;Supadio;3397;3397;0;2615;2615;0;24;0;24;0
23/02/2024;SOC;Adi Sumarmo;968;968;0;1424;1424;0;11;0;10;0
23/02/2024;SRG;Ahmad Yani;3118;3118;0;2968;2968;0;22;0;24;0
23/02/2024;SUB;Juanda;18283;14716;3567;20453;16565;3888;100;21;100;20
23/02/2024;TJQ;H. A. S. Hanandjoeddin;750;750;0;604;604;0;4;0;4;0
23/02/2024;TKG;Radin Inten II;1527;1527;0;1054;1054;0;8;0;10;0
23/02/2024;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );450;450;0;305;305;0;4;0;4;0
23/02/2024;UPG;Sultan Hasanuddin;12951;12771;180;12788;11959;829;90;3;91;1
23/02/2024;YIA;New Yogyakarta International Airport;5455;4761;694;6255;5591;664;35;4;34;4
24/02/2024;AAP;APT Pranoto;1152;1152;0;969;969;0;9;0;10;0
24/02/2024;BDJ;Syamsudin Noor;3587;3587;0;3879;3879;0;30;0;30;0
24/02/2024;BDO;Husein Sastranegara;0;0;0;0;0;0;1;0;1;0
24/02/2024;BEJ;Kalimarau;582;582;0;395;395;0;7;0;7;0
24/02/2024;BIK;Frans Kaisiepo;507;507;0;310;310;0;5;0;5;0
24/02/2024;BKS;Fatmawati Soekarno/Padang Kemiling;571;571;0;770;770;0;4;0;4;0
24/02/2024;BMU;Sultan Mahmud Salahudiin;195;195;0;200;200;0;4;0;3;0
24/02/2024;BPN;Sepinggan;6441;6441;0;3545;3545;0;60;2;56;1
24/02/2024;BTH;Hang Nadim;5599;5452;147;4318;4318;0;37;0;37;1
24/02/2024;BTJ;Sultan Iskandar Muda;685;685;0;294;294;0;6;2;7;2
24/02/2024;BWX;Banyuwangi;147;147;0;0;0;0;3;0;3;0
24/02/2024;CGK;Soekarno-Hatta;34356;29005;5351;12331;12331;0;327;104;329;118
24/02/2024;DJB;Sultan Thaha Syaifuddin;777;777;0;0;0;0;9;0;9;0
24/02/2024;DJJ;Sentani;2375;2375;0;2703;2703;0;62;0;61;0
24/02/2024;DPS;Ngurah Rai;31777;13925;17852;28735;11927;16808;86;97;87;96
24/02/2024;DTB;Sisingamangaraja XII;511;511;0;453;453;0;3;0;4;0
24/02/2024;GTO;Djalaluddin;370;370;0;361;361;0;6;0;6;0
24/02/2024;HLP;Halim Perdana Kusuma;4033;4033;0;938;938;0;47;6;45;8
24/02/2024;JOG;Adi Sucipto;203;203;0;186;186;0;5;0;4;0
24/02/2024;KJT;Kertajati;735;735;0;704;704;0;5;0;6;0
24/02/2024;KNO;Kuala Namu;10171;6519;3652;9238;6193;3045;49;22;50;24
24/02/2024;KOE;El tari;1412;1412;0;1278;1278;0;16;0;16;0
24/02/2024;LBJ;Komodo;729;729;0;542;542;0;5;0;5;0
24/02/2024;LOP;Internasional Lombok;2746;2580;166;2350;2105;245;23;2;24;1
24/02/2024;MDC;Sam Ratulangi;1935;1935;0;1893;1696;197;18;1;21;0
24/02/2024;MKQ;Mopah;363;363;0;361;361;0;10;0;10;0
24/02/2024;MLG;Abdul Rachman Saleh;762;762;0;718;718;0;5;0;5;0
24/02/2024;PDG;Internasional Minangkabau;3023;2308;715;116;116;0;20;4;20;4
24/02/2024;PGK;Depati Amir;1309;1309;0;1144;1144;0;12;0;12;0
24/02/2024;PKN;Iskandar;481;481;0;429;429;0;4;0;4;0
24/02/2024;PKU;Sultan Syarif Kasim II;3930;3333;597;2964;2518;446;25;4;31;4
